,poi,salary,to_messages,deferral_payments,total_payments,exercised_stock_options,bonus,restricted_stock,shared_receipt_with_poi,restricted_stock_deferred,total_stock_value,expenses,loan_advances,from_messages,other,from_this_person_to_poi,director_fees,deferred_income,long_term_incentive,from_poi_to_this_person
15,1.0,278601.0,1858.0,0.0,2669589.0,0.0,1350000.0,252055.0,1593.0,0.0,252055.0,65907.0,0.0,27.0,1621.0,15.0,0.0,-833.0,974293.0,140.0
16,0.0,0.0,1486.0,0.0,49288.0,0.0,0.0,0.0,761.0,0.0,0.0,49288.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,13.0
17,0.0,248017.0,1088.0,0.0,1054637.0,825464.0,500000.0,189041.0,23.0,0.0,1014505.0,600.0,0.0,125.0,1215.0,0.0,0.0,0.0,304805.0,0.0
18,0.0,261516.0,0.0,0.0,1271582.0,0.0,750000.0,417619.0,0.0,0.0,417619.0,9410.0,0.0,0.0,150656.0,0.0,0.0,-75000.0,175000.0,0.0
19,0.0,330546.0,3523.0,649584.0,2355702.0,2542813.0,900000.0,901657.0,2333.0,0.0,3444470.0,0.0,0.0,1053.0,400572.0,71.0,0.0,-694862.0,769862.0,156.0
20,1.0,240189.0,2598.0,0.0,1639297.0,0.0,1250000.0,126027.0,2188.0,0.0,126027.0,35818.0,0.0,144.0,486.0,25.0,0.0,-262500.0,375304.0,199.0
21,0.0,261809.0,312.0,0.0,477557.0,0.0,300000.0,307301.0,196.0,-307301.0,0.0,0.0,0.0,15.0,540.0,7.0,0.0,-159792.0,75000.0,29.0
22,1.0,415189.0,1892.0,0.0,1868758.0,0.0,1000000.0,2502063.0,1585.0,0.0,2502063.0,30674.0,0.0,49.0,307895.0,12.0,0.0,-235000.0,350000.0,58.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32460.0,0.0,-32460.0,0.0,0.0,0.0,0.0,0.0,0.0,98784.0,-98784.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,5127155.0,0.0,950730.0,0.0,0.0,6077885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662086.0,0.0,-472568.0,189518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1.0,288542.0,1758.0,27610.0,1490344.0,0.0,1200000.0,698242.0,1132.0,0.0,698242.0,16514.0,0.0,40.0,101740.0,11.0,0.0,-144062.0,0.0,240.0
27,0.0,0.0,764.0,0.0,0.0,651850.0,0.0,386335.0,58.0,0.0,1038185.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0
28,0.0,314288.0,102.0,0.0,1101393.0,117551.0,800000.0,378082.0,71.0,0.0,495633.0,27861.0,0.0,33.0,494.0,4.0,0.0,-41250.0,0.0,0.0
29,0.0,184899.0,0.0,0.0,807956.0,0.0,325000.0,207940.0,0.0,0.0,207940.0,22344.0,0.0,0.0,713.0,0.0,0.0,0.0,275000.0,0.0
30,0.0,206121.0,714.0,0.0,1208649.0,17378.0,600000.0,141833.0,552.0,0.0,159211.0,41626.0,0.0,74.0,25553.0,4.0,0.0,0.0,335349.0,115.0
31,1.0,365163.0,3093.0,0.0,4747979.0,2291113.0,3000000.0,1323148.0,2097.0,0.0,3614261.0,86174.0,0.0,3069.0,1661.0,609.0,0.0,0.0,1294981.0,66.0
32,0.0,492375.0,2181.0,0.0,550981.0,8831913.0,800000.0,1787380.0,1401.0,-1787380.0,8831913.0,51124.0,0.0,909.0,7482.0,20.0,0.0,-1284000.0,484000.0,64.0
33,0.0,210500.0,0.0,875307.0,1204583.0,2027865.0,425000.0,315068.0,0.0,-315068.0,2027865.0,52255.0,0.0,0.0,1105.0,0.0,0.0,-775241.0,415657.0,0.0
34,0.0,250100.0,2572.0,0.0,1410464.0,1550019.0,600000.0,315068.0,1902.0,0.0,1865087.0,3475.0,0.0,63.0,473.0,14.0,0.0,0.0,556416.0,305.0
35,0.0,262788.0,0.0,0.0,2368151.0,8191755.0,1000000.0,126027.0,0.0,0.0,8317782.0,35812.0,0.0,0.0,374689.0,0.0,0.0,0.0,694862.0,0.0
36,0.0,221003.0,176.0,0.0,319941.0,0.0,70000.0,0.0,114.0,0.0,0.0,28164.0,0.0,14.0,774.0,3.0,0.0,0.0,0.0,10.0
37,0.0,278601.0,865.0,0.0,875760.0,765920.0,800000.0,315068.0,772.0,0.0,1080988.0,96268.0,0.0,22.0,891.0,11.0,0.0,-300000.0,0.0,188.0
38,0.0,0.0,0.0,0.0,77492.0,371750.0,0.0,0.0,0.0,0.0,371750.0,0.0,0.0,0.0,0.0,0.0,102492.0,-25000.0,0.0,0.0
39,0.0,210692.0,904.0,0.0,2093263.0,1451869.0,750000.0,189041.0,599.0,0.0,1640910.0,25785.0,0.0,12.0,1568.0,3.0,0.0,0.0,1105218.0,106.0
40,0.0,182245.0,0.0,0.0,2692324.0,601438.0,200000.0,407503.0,0.0,0.0,1008941.0,21530.0,0.0,0.0,53775.0,0.0,0.0,0.0,2234774.0,0.0
41,0.0,170941.0,0.0,0.0,211725.0,4890344.0,350000.0,1788391.0,0.0,0.0,6678735.0,78552.0,0.0,0.0,12961.0,0.0,0.0,-400729.0,0.0,0.0
42,0.0,304588.0,1755.0,0.0,3676340.0,940257.0,2500000.0,1392142.0,1604.0,0.0,2332399.0,95924.0,0.0,75.0,401481.0,37.0,0.0,0.0,374347.0,42.0
43,1.0,440698.0,0.0,0.0,2424083.0,0.0,1300000.0,1794412.0,0.0,0.0,1794412.0,55921.0,0.0,0.0,277464.0,0.0,0.0,-1386055.0,1736055.0,0.0
44,0.0,199157.0,936.0,0.0,1414857.0,664461.0,350000.0,956775.0,723.0,0.0,1621236.0,23870.0,0.0,16.0,285414.0,8.0,0.0,0.0,556416.0,1.0
45,0.0,0.0,517.0,0.0,0.0,1324578.0,0.0,560170.0,10.0,0.0,1884748.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,57.0,181755.0,181755.0,343434.0,0.0,0.0,2.0,0.0,343434.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,1060932.0,3275.0,6426990.0,17252530.0,10433518.0,2000000.0,4188667.0,2979.0,0.0,14622185.0,86987.0,2000000.0,21.0,7427621.0,6.0,0.0,-3367011.0,1617011.0,242.0
48,0.0,0.0,0.0,50591.0,50591.0,176378.0,0.0,0.0,0.0,0.0,176378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,192008.0,0.0,73122.0,900585.0,83237.0,509870.0,235370.0,0.0,0.0,318607.0,50080.0,0.0,0.0,76547.0,0.0,0.0,-1042.0,0.0,0.0
50,0.0,231946.0,209.0,0.0,1566469.0,636246.0,850000.0,259907.0,178.0,0.0,896153.0,48405.0,0.0,44.0,60814.0,27.0,0.0,0.0,375304.0,10.0
51,0.0,0.0,0.0,0.0,0.0,1753766.0,0.0,264013.0,0.0,-72419.0,1945360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,169.0,504610.0,966522.0,2218275.0,0.0,0.0,23.0,0.0,2218275.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,461912.0,0.0
53,0.0,0.0,0.0,0.0,0.0,9803.0,0.0,75838.0,0.0,0.0,85641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1.0,274975.0,873.0,0.0,1272284.0,384728.0,600000.0,393818.0,874.0,0.0,778546.0,125978.0,0.0,16.0,200308.0,6.0,0.0,0.0,71023.0,52.0
55,0.0,272880.0,0.0,0.0,2146973.0,436515.0,750000.0,441096.0,0.0,0.0,877611.0,0.0,0.0,0.0,819288.0,0.0,0.0,0.0,304805.0,0.0
56,0.0,0.0,0.0,0.0,119292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119292.0,0.0,0.0,0.0
57,0.0,6615.0,0.0,93585.0,1146658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680833.0,0.0,0.0,0.0,365625.0,0.0
58,0.0,374125.0,4009.0,2157527.0,3859065.0,608750.0,1150000.0,524169.0,1847.0,-329825.0,803094.0,76169.0,0.0,1941.0,52382.0,61.0,0.0,-934484.0,983346.0,180.0
59,1.0,243293.0,1045.0,0.0,288682.0,5538001.0,1500000.0,853064.0,1035.0,0.0,6391065.0,34039.0,0.0,32.0,11350.0,21.0,0.0,-3117011.0,1617011.0,32.0
60,0.0,0.0,573.0,0.0,475.0,0.0,0.0,2217299.0,471.0,0.0,2217299.0,475.0,0.0,19.0,0.0,7.0,0.0,0.0,0.0,4.0
61,0.0,0.0,504.0,7961.0,7961.0,0.0,0.0,151418.0,50.0,0.0,151418.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0
62,0.0,0.0,2649.0,0.0,0.0,0.0,0.0,346663.0,571.0,0.0,346663.0,0.0,0.0,1061.0,0.0,38.0,0.0,0.0,0.0,35.0
63,0.0,262663.0,0.0,0.0,1297461.0,187500.0,700000.0,480632.0,0.0,0.0,668132.0,48357.0,0.0,0.0,416441.0,0.0,0.0,-280000.0,150000.0,0.0
64,0.0,211788.0,1320.0,0.0,2081796.0,0.0,1700000.0,441096.0,900.0,0.0,441096.0,98849.0,0.0,27.0,1936.0,1.0,0.0,0.0,69223.0,40.0
65,1.0,0.0,0.0,10259.0,91093.0,30766064.0,0.0,0.0,0.0,0.0,30766064.0,77978.0,0.0,0.0,2856.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,2350.0,3131860.0,3131860.0,5210569.0,0.0,2046079.0,1074.0,0.0,7256648.0,0.0,0.0,1073.0,0.0,15.0,0.0,0.0,0.0,44.0
67,0.0,0.0,719.0,0.0,0.0,754966.0,0.0,363428.0,589.0,0.0,1118394.0,0.0,0.0,34.0,0.0,5.0,0.0,0.0,0.0,35.0
68,0.0,130724.0,128.0,2964506.0,3100224.0,2282768.0,0.0,0.0,119.0,0.0,2282768.0,4994.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,10.0
69,0.0,85274.0,496.0,0.0,1979596.0,2165172.0,0.0,3654808.0,437.0,0.0,5819980.0,28093.0,0.0,19.0,1553729.0,5.0,0.0,0.0,312500.0,28.0
70,0.0,288558.0,258.0,0.0,551174.0,185063.0,250000.0,540672.0,117.0,0.0,725735.0,10181.0,0.0,56.0,2435.0,19.0,0.0,0.0,0.0,25.0
71,0.0,0.0,0.0,0.0,83750.0,431750.0,0.0,44093.0,0.0,-44093.0,431750.0,0.0,0.0,0.0,0.0,0.0,108750.0,-25000.0,0.0,0.0
72,0.0,275101.0,4607.0,0.0,1086821.0,850010.0,400000.0,126027.0,583.0,0.0,976037.0,83585.0,0.0,14368.0,4669.0,171.0,0.0,0.0,323466.0,41.0
73,0.0,404338.0,12754.0,0.0,1747522.0,2022048.0,1000000.0,4131594.0,3639.0,0.0,6153642.0,41953.0,0.0,6759.0,1231.0,387.0,0.0,0.0,300000.0,140.0
74,0.0,174246.0,0.0,0.0,704896.0,0.0,0.0,1034346.0,0.0,0.0,1034346.0,116335.0,0.0,0.0,465357.0,0.0,0.0,-51042.0,0.0,0.0
75,0.0,271442.0,8305.0,0.0,3471141.0,81042.0,3100000.0,466101.0,3669.0,0.0,547143.0,5774.0,0.0,1728.0,93925.0,194.0,0.0,0.0,0.0,251.0
76,1.0,309946.0,2374.0,0.0,1587421.0,671737.0,700000.0,1248318.0,2271.0,0.0,1920055.0,127017.0,0.0,61.0,150458.0,15.0,0.0,0.0,300000.0,53.0
77,1.0,224305.0,0.0,0.0,2652612.0,0.0,800000.0,985032.0,0.0,0.0,985032.0,118134.0,0.0,0.0,907502.0,0.0,0.0,0.0,602671.0,0.0
78,0.0,339288.0,7259.0,0.0,10425757.0,4158995.0,8000000.0,1008149.0,3962.0,0.0,5167144.0,49537.0,0.0,2585.0,1552.0,411.0,0.0,0.0,2035380.0,528.0
79,1.0,1072321.0,4273.0,202911.0,103559793.0,34348384.0,7000000.0,14761694.0,2411.0,0.0,49110078.0,99832.0,81525000.0,36.0,10359729.0,16.0,0.0,-300000.0,3600000.0,123.0
80,0.0,273746.0,2822.0,0.0,2664228.0,0.0,1000000.0,360528.0,2672.0,0.0,360528.0,0.0,0.0,63.0,3083.0,14.0,0.0,0.0,1387399.0,67.0
81,0.0,0.0,0.0,0.0,87492.0,412878.0,0.0,0.0,0.0,0.0,412878.0,0.0,0.0,0.0,0.0,0.0,112492.0,-25000.0,0.0,0.0
82,0.0,0.0,952.0,0.0,0.0,850477.0,0.0,0.0,739.0,0.0,850477.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,10.0
83,0.0,236457.0,0.0,204075.0,875889.0,2549361.0,200000.0,514847.0,0.0,0.0,3064208.0,57727.0,0.0,0.0,2630.0,0.0,0.0,0.0,175000.0,0.0
84,0.0,0.0,0.0,0.0,0.0,372205.0,0.0,153686.0,0.0,-153686.0,372205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,349487.0,1522.0,85430.0,8407016.0,2070306.0,0.0,0.0,477.0,0.0,2070306.0,8211.0,0.0,230.0,2818454.0,0.0,0.0,0.0,5145434.0,8.0
86,0.0,0.0,1433.0,0.0,0.0,664375.0,0.0,94556.0,508.0,0.0,758931.0,0.0,0.0,215.0,0.0,2.0,0.0,0.0,0.0,25.0
87,0.0,263413.0,1744.0,0.0,1318763.0,506765.0,900000.0,441096.0,1469.0,0.0,947861.0,228763.0,0.0,49.0,51587.0,0.0,0.0,-125000.0,0.0,52.0
88,0.0,365038.0,3329.0,0.0,2101364.0,1623010.0,1100000.0,1478269.0,2189.0,0.0,3101279.0,81364.0,0.0,2742.0,540.0,194.0,0.0,0.0,554422.0,92.0
89,0.0,0.0,894.0,0.0,0.0,757301.0,0.0,934065.0,720.0,0.0,1691366.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,54.0
90,0.0,370448.0,2355.0,0.0,4099771.0,1104054.0,2600000.0,558801.0,2228.0,0.0,1662855.0,137108.0,0.0,48.0,297353.0,26.0,0.0,0.0,694862.0,58.0
91,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,103750.0,-103750.0,0.0,0.0
92,0.0,365788.0,807.0,0.0,1061827.0,0.0,600000.0,585062.0,702.0,0.0,585062.0,94299.0,0.0,29.0,1740.0,1.0,0.0,0.0,0.0,38.0
93,0.0,0.0,0.0,0.0,2151.0,0.0,0.0,0.0,0.0,0.0,0.0,2151.0,0.0,0.0,0.0,0.0,38346.0,-38346.0,0.0,0.0
94,0.0,0.0,232.0,1848227.0,1848227.0,493489.0,0.0,462384.0,22.0,0.0,955873.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,672.0,0.0,0.0,59539.0,0.0,161602.0,127.0,0.0,221141.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,267093.0,0.0,0.0,628522.0,0.0,325000.0,208510.0,0.0,0.0,208510.0,35018.0,0.0,0.0,1411.0,0.0,0.0,0.0,0.0,0.0
97,0.0,251654.0,136.0,842924.0,3202070.0,1056320.0,1100000.0,360528.0,114.0,0.0,1416848.0,0.0,0.0,16.0,947.0,0.0,0.0,-719000.0,1725545.0,12.0
98,0.0,229284.0,2192.0,0.0,812194.0,400478.0,400000.0,196983.0,395.0,0.0,597461.0,57580.0,0.0,45.0,330.0,2.0,0.0,0.0,125000.0,11.0
99,0.0,0.0,0.0,774401.0,774401.0,0.0,0.0,463261.0,0.0,-94556.0,368705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,329078.0,1184.0,77716.0,1321557.0,1637034.0,750000.0,969729.0,856.0,0.0,2606763.0,63791.0,0.0,52.0,972.0,15.0,0.0,0.0,100000.0,20.0
101,0.0,94941.0,0.0,0.0,249787.0,5266578.0,0.0,2041016.0,0.0,0.0,7307594.0,18834.0,0.0,0.0,176.0,0.0,0.0,0.0,135836.0,0.0
102,0.0,261879.0,0.0,0.0,3123383.0,15364167.0,1000000.0,8453763.0,0.0,0.0,23817930.0,32047.0,0.0,0.0,1829457.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,27942.0,0.0,0.0,0.0,0.0,0.0,0.0,27942.0,0.0,0.0,0.0,0.0,101250.0,-101250.0,0.0,0.0
104,0.0,655037.0,898.0,0.0,1386690.0,28798.0,300000.0,0.0,728.0,0.0,28798.0,31653.0,400000.0,67.0,0.0,0.0,0.0,0.0,0.0,7.0
105,0.0,197091.0,1238.0,1130036.0,1737629.0,880290.0,400000.0,409554.0,742.0,-409554.0,880290.0,43057.0,0.0,222.0,778.0,48.0,0.0,-33333.0,0.0,61.0
106,0.0,0.0,58.0,0.0,0.0,0.0,0.0,47304.0,3.0,0.0,47304.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0
107,0.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,17500.0,-17500.0,0.0,0.0
108,0.0,0.0,0.0,564348.0,564348.0,886231.0,0.0,208809.0,0.0,0.0,1095040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,96840.0,1671.0,0.0,111529.0,7509039.0,0.0,381285.0,1063.0,0.0,7890324.0,14689.0,0.0,221.0,0.0,49.0,0.0,0.0,0.0,204.0
110,0.0,76399.0,0.0,51365.0,394475.0,4160672.0,100000.0,201483.0,0.0,-140264.0,4221891.0,8409.0,0.0,0.0,202052.0,0.0,0.0,-200000.0,156250.0,0.0
111,1.0,420636.0,905.0,0.0,505050.0,19794175.0,1750000.0,2748364.0,864.0,0.0,22542539.0,46950.0,0.0,18.0,174839.0,4.0,0.0,-3504386.0,1617011.0,42.0
112,1.0,249201.0,1328.0,214678.0,1099100.0,1635238.0,700000.0,283649.0,1258.0,0.0,1918887.0,33271.0,0.0,82.0,1950.0,48.0,0.0,-100000.0,0.0,35.0
113,0.0,0.0,0.0,0.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125034.0,-121284.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,759557.0,0.0,0.0,0.0,0.0,759557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,304110.0,3221.0,0.0,3038702.0,1441898.0,2000000.0,630137.0,1730.0,0.0,2072035.0,178979.0,0.0,2681.0,1191.0,83.0,0.0,0.0,554422.0,94.0
116,0.0,269076.0,15149.0,0.0,1057548.0,607837.0,650000.0,379164.0,4527.0,0.0,987001.0,137767.0,0.0,1215.0,705.0,65.0,0.0,0.0,0.0,74.0
117,0.0,248146.0,3136.0,187469.0,1576511.0,281073.0,600000.0,213063.0,2477.0,0.0,494136.0,116337.0,0.0,136.0,2401.0,6.0,0.0,0.0,422158.0,24.0
118,1.0,211844.0,225.0,0.0,2003885.0,1624396.0,200000.0,869220.0,91.0,0.0,2493616.0,22884.0,0.0,39.0,1573324.0,14.0,0.0,-4167.0,0.0,13.0
119,0.0,0.0,613.0,0.0,0.0,1426469.0,0.0,405999.0,583.0,0.0,1832468.0,0.0,0.0,25.0,0.0,18.0,0.0,0.0,0.0,39.0
120,0.0,428780.0,3187.0,0.0,4335388.0,1835558.0,1500000.0,1293424.0,2103.0,0.0,3128982.0,0.0,0.0,92.0,1852186.0,23.0,0.0,0.0,554422.0,28.0
121,1.0,1111258.0,3627.0,0.0,8682716.0,19250000.0,5600000.0,6843672.0,2042.0,0.0,26093672.0,29336.0,0.0,108.0,22122.0,30.0,0.0,0.0,1920000.0,88.0
122,0.0,239502.0,0.0,0.0,1112087.0,0.0,500000.0,511734.0,0.0,0.0,511734.0,16514.0,0.0,0.0,356071.0,0.0,0.0,0.0,0.0,0.0
123,0.0,162779.0,0.0,181993.0,999356.0,1362375.0,100000.0,0.0,0.0,0.0,1362375.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,554422.0,0.0
124,0.0,257486.0,2647.0,0.0,1545059.0,0.0,700000.0,698920.0,2565.0,0.0,698920.0,0.0,0.0,38.0,111122.0,13.0,0.0,0.0,476451.0,37.0
125,0.0,265214.0,533.0,227449.0,1092663.0,3181250.0,600000.0,563798.0,300.0,0.0,3745048.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,362096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362096.0,0.0,0.0,0.0,0.0,0.0
127,0.0,222093.0,266.0,16586.0,911453.0,4452476.0,0.0,365320.0,73.0,0.0,4817796.0,46145.0,0.0,41.0,426629.0,0.0,0.0,0.0,200000.0,0.0
128,0.0,247338.0,460.0,0.0,399393.0,591250.0,300000.0,576792.0,379.0,0.0,1168042.0,0.0,0.0,19.0,152055.0,11.0,0.0,-575000.0,275000.0,10.0
129,0.0,288589.0,111.0,0.0,1130461.0,0.0,788750.0,0.0,41.0,0.0,0.0,53122.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0
130,0.0,0.0,0.0,0.0,228656.0,0.0,0.0,0.0,0.0,0.0,0.0,228656.0,0.0,0.0,0.0,0.0,36666.0,-36666.0,0.0,0.0
131,0.0,0.0,0.0,0.0,213071.0,0.0,0.0,0.0,0.0,0.0,0.0,103773.0,0.0,0.0,0.0,0.0,109298.0,0.0,0.0,0.0
132,0.0,357091.0,671.0,0.0,1798780.0,4346544.0,850000.0,1552453.0,215.0,0.0,5898997.0,50936.0,0.0,146.0,2.0,0.0,0.0,0.0,540751.0,17.0
133,0.0,0.0,0.0,53625.0,87410.0,1030329.0,0.0,0.0,0.0,0.0,1030329.0,33785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,259996.0,400.0,831299.0,1034395.0,1668260.0,325000.0,388167.0,337.0,0.0,2056427.0,0.0,0.0,30.0,1425.0,7.0,0.0,-583325.0,200000.0,22.0
135,0.0,63744.0,0.0,0.0,762135.0,0.0,0.0,384930.0,0.0,0.0,384930.0,51870.0,0.0,0.0,401130.0,0.0,0.0,-10800.0,256191.0,0.0
136,0.0,0.0,0.0,0.0,0.0,98718.0,0.0,0.0,0.0,0.0,98718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,510364.0,6019.0,0.0,4677574.0,3282960.0,3000000.0,2796177.0,3920.0,0.0,6079137.0,57838.0,0.0,556.0,301026.0,24.0,0.0,0.0,808346.0,186.0
138,0.0,317543.0,0.0,0.0,1934359.0,1297049.0,450000.0,13847074.0,0.0,0.0,15144123.0,81353.0,0.0,0.0,1085463.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,84992.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.0,0.0,0.0,0.0,0.0,108579.0,-25000.0,0.0,0.0
140,0.0,0.0,0.0,0.0,189583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189583.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,139130.0,0.0,0.0,0.0,0.0,139130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,1.0,158403.0,0.0,0.0,360300.0,8308552.0,0.0,3576206.0,0.0,0.0,11884758.0,53947.0,0.0,0.0,147950.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,55097.0,192758.0,0.0,0.0,0.0,0.0,192758.0,55097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
